trip_duration,distance_traveled,num_of_passengers,fare,tip,miscellaneous_fees,total_fare,surge_applied
887,4.35,1,12.19,1.04,0.72,13.95,0
1574,4.88,1,17.06,0.0,1.27,18.33,0
584,3.09,1,8.78,2.6,4.48,15.86,1
366,2.12,1,6.34,1.56,1.81,9.71,0
553,3.54,1,8.78,0.0,3.46,12.24,1
839,3.98,1,11.21,0.0,3.95,15.16,1
510,1.53,1,7.31,8.58,1.76,17.65,0
844,3.78,1,10.24,0.0,3.46,13.7,1
1065,2.93,1,11.7,2.99,3.5,18.19,1
875,2.62,1,10.24,2.34,1.81,14.39,0
318,1.16,1,5.36,1.43,1.75,8.54,0
199,0.9,1,3.9,0.0,0.78,4.68,0
1187,4.92,6,14.14,0.0,0.78,14.92,0
1694,9.91,1,22.42,6.5,3.44,32.36,1
625,2.57,1,8.78,2.08,1.77,12.63,0
230,0.87,6,4.39,0.0,0.78,5.17,0
1389,7.76,1,19.01,0.0,3.46,22.47,1
1012,3.62,1,12.19,2.6,2.67,17.46,0
1241,9.0,1,19.99,4.94,4.38,29.31,1
912,11.46,2,20.48,0.0,3.46,23.94,1
613,5.31,1,11.21,0.0,1.27,12.48,0
723,3.22,1,10.24,0.0,0.78,11.02,0
1026,3.86,1,12.68,2.86,1.78,17.32,0
962,3.06,1,11.21,0.0,0.78,11.99,0
795,3.86,1,10.72,2.86,3.44,17.02,1
180,0.72,1,3.9,0.0,0.78,4.68,0
619,3.51,1,9.26,1.95,0.84,12.05,0
423,1.42,1,5.85,0.0,0.78,6.63,0
855,5.21,2,12.68,3.38,3.89,19.95,1
717,3.09,1,9.26,0.0,0.78,10.04,0
784,3.64,1,10.72,2.34,1.33,14.39,0
767,3.28,5,9.75,2.21,1.26,13.22,0
326,1.06,2,5.36,0.0,0.78,6.14,0
181,0.9,1,4.39,0.0,0.78,5.17,0
1387,3.7,1,15.11,1.43,3.49,20.03,1
567,2.72,1,8.29,0.0,0.78,9.07,0
619,2.04,1,8.29,0.0,0.78,9.07,0
637,2.96,1,8.78,2.34,0.83,11.95,0
356,1.82,1,6.34,0.0,1.27,7.61,0
291,2.03,1,5.85,1.56,1.72,9.13,0
1935,13.55,2,30.22,6.24,1.33,37.79,0
1915,5.57,1,19.5,1.95,0.78,22.23,0
327,1.61,2,5.85,1.3,0.8,7.95,0
1594,5.81,1,18.04,1.95,0.78,20.77,0
1028,5.13,1,13.16,1.04,0.72,14.92,0
1166,8.21,1,16.58,0.0,3.46,20.04,1
675,6.23,1,13.16,2.86,1.29,17.31,0
603,4.15,1,11.21,0.0,0.78,11.99,0
246,0.87,5,4.39,0.0,1.27,5.66,0
575,2.48,1,7.8,0.0,0.78,8.58,0
1279,5.44,1,15.11,0.0,0.78,15.89,0
987,4.26,1,12.68,0.0,0.78,13.46,0
671,8.21,1,16.09,3.51,1.22,20.82,0
190,0.74,1,3.9,1.43,0.75,6.08,0
1246,6.44,1,15.6,4.16,0.72,20.48,0
573,3.03,1,8.29,1.95,0.78,11.02,0
381,1.5,2,5.85,0.0,0.78,6.63,0
793,2.51,1,9.75,0.0,0.78,10.53,0
1555,8.38,1,20.48,0.0,0.78,21.26,0
308,1.59,1,5.36,1.82,3.99,11.17,1
517,2.49,1,7.8,0.0,1.76,9.56,0
547,2.56,1,7.8,1.69,0.81,10.3,0
1468,7.9,1,19.5,4.29,1.72,25.51,0
305,2.38,1,6.34,1.56,1.81,9.71,0
287,1.27,1,5.36,0.0,0.78,6.14,0
1195,3.3,1,13.16,0.0,1.76,14.92,0
1099,4.89,1,12.68,2.86,3.53,19.07,1
464,1.69,1,6.34,1.82,0.73,8.89,0
2779,30.42,1,53.14,4.94,1.2,59.28,0
756,9.19,5,17.06,3.9,0.78,21.74,0
951,6.9,5,15.11,0.0,1.27,16.38,0
1902,10.78,1,25.35,5.72,3.49,34.56,1
532,1.67,1,7.31,0.0,1.76,9.07,0
1129,3.73,5,13.16,1.95,3.46,18.57,1
1616,13.45,6,26.32,0.0,3.46,29.78,1
328,1.61,1,5.85,0.0,1.27,7.12,0
2388,6.44,1,23.4,0.0,1.76,25.16,0
1150,6.1,1,15.6,0.0,4.44,20.04,1
414,2.56,1,7.31,0.0,1.27,8.58,0
441,1.48,1,6.34,0.0,0.78,7.12,0
906,4.33,1,11.7,2.73,1.72,16.15,0
635,1.98,1,8.29,1.82,0.77,10.88,0
766,8.21,1,15.6,2.86,3.53,21.99,1
1614,11.8,1,24.86,0.0,3.46,28.32,1
658,1.77,1,7.8,2.08,0.84,10.72,0
1980,9.72,6,22.91,0.0,0.78,23.69,0
1053,4.81,1,13.65,0.0,4.44,18.09,1
1661,9.96,1,21.94,1.95,3.46,27.35,1
357,1.45,1,5.85,0.0,0.78,6.63,0
358,1.3,1,5.85,1.82,3.5,11.17,1
2283,16.21,1,32.66,8.97,3.52,45.15,1
1762,6.24,2,19.01,4.94,0.79,24.74,0
2403,15.37,1,23.84,0.0,3.46,27.3,1
1967,11.1,5,25.84,0.0,3.46,29.3,1
974,3.69,1,11.7,2.99,3.47,18.16,1
930,4.3,1,11.7,3.38,1.74,16.82,0
1490,9.61,1,19.5,0.0,3.95,23.45,1
111,0.93,1,3.9,0.0,0.78,4.68,0
1299,5.01,3,14.62,0.0,4.44,19.06,1
335,1.46,1,5.36,1.3,1.29,7.95,0
974,7.03,1,15.6,0.0,0.78,16.38,0
734,9.27,1,17.06,3.51,0.84,21.41,0
1417,7.05,5,18.04,0.0,1.27,19.31,0
696,5.94,1,12.68,2.73,0.74,16.15,0
644,3.09,6,9.26,1.95,1.76,12.97,0
570,2.0,1,7.8,2.6,0.75,11.15,0
1037,4.39,1,12.68,4.03,3.47,20.18,1
927,14.4,2,25.35,0.0,1.27,26.62,0
328,1.27,1,5.36,2.08,1.81,9.25,0
436,2.0,1,6.82,1.56,0.74,9.12,0
571,3.81,2,9.26,2.73,4.45,16.44,1
647,5.6,1,18.53,0.0,0.29,18.82,0
1044,4.89,1,13.65,0.0,3.46,17.11,1
368,1.77,1,6.34,1.04,0.72,8.1,0
879,3.01,1,10.24,2.73,0.8,13.77,0
390,1.3,1,5.85,1.56,1.72,9.13,0
382,1.43,1,5.85,0.0,0.78,6.63,0
951,3.8,1,12.19,0.0,4.44,16.63,1
1263,6.12,1,15.6,4.68,3.51,23.79,1
375,1.79,1,5.85,1.56,1.72,9.13,0
484,2.25,0,7.31,0.0,0.78,8.09,0
44,0.43,1,2.92,0.91,1.78,5.61,0
1332,4.75,1,14.62,0.0,1.76,16.38,0
557,1.35,1,6.82,1.69,1.78,10.29,0
468,2.16,1,6.82,0.0,0.78,7.6,0
915,3.35,2,11.21,2.34,0.84,14.39,0
471,2.3,1,7.31,2.21,3.99,13.51,1
1404,9.66,1,21.45,0.0,0.78,22.23,0
1068,7.55,1,16.09,0.0,3.95,20.04,1
530,2.57,1,7.31,1.95,3.46,12.72,1
319,1.4,1,5.36,1.3,1.29,7.95,0
248,5.52,1,10.72,0.0,0.78,11.5,0
305,3.75,1,8.78,0.0,0.78,9.56,0
1350,4.7,1,15.11,0.13,1.7,16.94,0
1675,12.36,1,25.35,0.0,3.95,29.3,1
1611,10.06,1,22.91,7.15,0.74,30.8,0
756,4.07,1,10.72,2.99,3.89,17.6,1
656,6.71,1,14.14,0.0,1.27,15.41,0
2035,8.8,1,23.89,2.86,3.53,30.28,1
829,4.67,1,12.68,0.0,0.78,13.46,0
1117,3.69,1,12.68,3.64,1.72,18.04,0
686,4.09,1,10.24,0.0,1.76,12.0,0
600,2.17,1,7.8,0.0,0.78,8.58,0
983,4.76,1,12.68,3.38,4.48,20.54,1
406,1.51,1,6.34,0.0,0.78,7.12,0
1709,9.46,1,22.91,7.15,0.74,30.8,0
465,1.61,1,6.82,0.0,1.27,8.09,0
695,2.7,1,9.26,0.0,0.78,10.04,0
1200,4.07,1,13.65,0.0,1.76,15.41,0
275,1.32,1,5.36,1.69,1.72,8.77,0
461,2.09,1,7.31,1.95,0.83,10.09,0
24,0.08,1,9.75,1.95,0.35,12.05,0
1030,11.68,1,21.94,0.0,3.95,25.89,1
700,4.02,1,10.72,0.0,1.27,11.99,0
601,10.33,1,18.04,4.81,1.28,24.13,0
551,1.93,3,7.31,0.0,4.44,11.75,1
957,4.7,1,12.68,2.73,0.74,16.15,0
733,2.41,1,9.26,2.99,0.76,13.01,0
1450,10.46,1,23.4,8.06,3.44,34.9,1
1097,7.89,4,17.06,0.0,3.95,21.01,1
366,1.42,1,5.85,1.3,0.81,7.96,0
1039,3.49,1,11.7,3.25,1.25,16.2,0
312,1.24,1,5.36,0.0,0.78,6.14,0
1740,6.94,5,19.99,7.8,3.46,31.25,1
617,1.58,1,6.82,1.04,0.72,8.58,0
1168,4.25,1,13.16,0.0,0.78,13.94,0
168,0.98,1,3.9,1.17,1.72,6.79,0
437,2.75,1,7.31,1.56,0.84,9.71,0
1286,1.93,1,13.16,0.0,1.76,14.92,0
335,1.58,1,5.85,1.56,4.42,11.83,1
606,2.32,1,7.8,0.0,3.46,11.26,1
207,0.64,1,3.9,1.17,1.72,6.79,0
1346,7.9,1,19.01,3.64,1.72,24.37,0
2298,10.3,5,26.81,6.11,3.41,36.33,1
1449,3.91,1,14.62,0.0,0.78,15.4,0
438,6.0,1,11.7,0.0,3.95,15.65,1
1236,7.84,1,18.53,5.2,7.1,30.83,0
1288,4.81,1,14.62,1.04,0.72,16.38,0
617,3.17,1,8.78,0.0,0.78,9.56,0
255,0.64,1,4.39,0.0,1.27,5.66,0
922,3.86,1,11.7,0.0,0.78,12.48,0
170,0.72,1,3.9,0.0,0.78,4.68,0
410,2.16,2,6.82,1.56,0.74,9.12,0
621,3.35,2,9.26,2.08,1.29,12.63,0
2146,5.17,2,1.95,0.0,0.29,2.24,0
302,1.26,1,5.36,0.0,0.78,6.14,0
333,1.71,1,5.85,0.0,0.78,6.63,0
752,4.18,1,10.24,0.0,3.46,13.7,1
155,1.24,1,4.39,1.04,0.72,6.15,0
1035,11.75,1,21.94,6.37,3.43,31.74,1
278,1.16,1,4.88,0.0,0.78,5.66,0
472,1.93,1,6.34,0.0,1.76,8.1,0
491,1.96,6,6.82,0.0,0.78,7.6,0
753,5.01,1,11.7,3.25,4.41,19.36,1
368,2.19,1,6.34,1.17,1.79,9.3,0
792,3.41,1,10.24,3.38,3.5,17.12,1
1443,12.94,1,25.84,7.54,4.46,37.84,1
887,3.17,1,10.72,2.86,3.44,17.02,1
2977,41.84,3,86.29,0.13,14.64,101.06,0
905,3.06,1,10.72,2.34,0.74,13.8,0
953,5.97,1,13.65,3.38,3.5,20.53,1
2549,24.3,1,43.39,10.66,9.83,63.88,1
791,3.72,1,10.24,0.0,0.78,11.02,0
506,2.16,6,7.31,0.0,3.46,10.77,1
157,1.4,1,4.39,1.04,1.69,7.12,0
1034,11.89,1,22.42,0.0,0.78,23.2,0
340,1.64,1,5.85,0.0,1.27,7.12,0
775,3.75,1,10.24,2.34,1.81,14.39,0
2913,12.36,1,32.66,2.86,0.84,36.36,0
311,0.24,1,4.88,0.0,1.76,6.64,0
396,1.67,1,6.34,0.0,0.78,7.12,0
547,2.41,1,7.8,1.04,0.72,9.56,0
663,2.72,5,8.29,0.0,1.27,9.56,0
867,15.29,1,37.05,2.86,0.36,40.27,0
610,2.37,1,8.29,0.0,0.78,9.07,0
1908,16.91,1,32.66,2.86,0.84,36.36,0
564,1.96,1,7.31,0.0,0.78,8.09,0
141,0.63,1,3.9,0.0,1.27,5.17,0
1846,10.44,1,24.86,8.84,4.39,38.09,1
1497,11.86,1,24.86,0.0,0.78,25.64,0
169,0.64,1,3.9,0.0,0.78,4.68,0
395,2.91,1,7.8,0.0,0.78,8.58,0
887,3.7,1,11.21,0.0,1.76,12.97,0
798,4.67,1,11.21,4.94,3.4,19.55,1
620,2.53,1,8.29,0.0,0.78,9.07,0
540,2.57,1,7.8,0.0,0.78,8.58,0
390,1.93,1,6.34,1.43,3.5,11.27,1
428,1.77,1,6.34,1.82,0.73,8.89,0
98,1.11,1,3.9,0.0,0.78,4.68,0
593,2.53,1,8.29,2.86,1.27,12.42,0
2715,10.25,1,29.25,0.0,3.46,32.71,1
19,0.05,1,17.55,0.0,0.29,17.84,0
348,1.54,1,5.85,0.0,0.78,6.63,0
1554,13.26,2,25.84,5.98,3.93,35.75,1
367,4.07,1,9.26,0.0,0.78,10.04,0
777,3.17,2,10.24,0.0,0.78,11.02,0
686,7.35,1,14.62,3.25,1.78,19.65,0
1249,8.87,1,19.01,5.72,3.97,28.7,1
460,2.88,1,8.29,1.95,1.23,11.47,0
1646,13.58,1,27.79,6.76,3.53,38.08,1
796,4.18,1,11.21,3.25,1.72,16.18,0
563,2.25,1,7.8,0.0,0.78,8.58,0
2351,16.45,1,34.61,3.9,3.46,41.97,1
301,1.32,1,5.36,2.08,1.81,9.25,0
1041,16.42,1,28.76,31.2,0.78,60.74,0
408,1.32,1,5.85,1.69,0.75,8.29,0
460,2.57,2,7.31,1.04,1.69,10.04,0
70,0.21,1,2.92,0.0,0.78,3.7,0
286,1.48,1,5.36,1.04,3.4,9.8,1
844,3.81,1,10.72,2.47,4.4,17.59,1
788,3.85,1,10.72,0.0,3.46,14.18,1
477,2.9,2,7.8,0.91,0.73,9.44,0
3293,12.3,1,35.1,0.0,3.46,38.56,1
514,2.49,1,7.8,1.69,0.81,10.3,0
287,0.95,1,4.88,0.0,0.78,5.66,0
581,2.67,1,8.29,2.73,0.77,11.79,0
1730,6.55,1,19.5,5.33,1.74,26.57,0
2067,5.79,2,20.96,0.0,1.76,22.72,0
465,1.87,4,6.82,0.0,0.78,7.6,0
877,4.75,1,12.68,3.25,3.44,19.37,1
364,1.59,6,5.85,0.0,0.78,6.63,0
329,2.09,1,5.36,1.17,0.83,7.36,0
617,2.9,1,8.29,2.86,1.33,12.48,0
313,1.77,1,5.85,0.0,1.76,7.61,0
2035,6.29,1,20.96,4.94,3.41,29.31,1
815,1.56,1,9.26,0.0,0.78,10.04,0
1772,5.55,1,19.01,0.0,3.46,22.47,1
845,4.35,1,12.19,1.04,0.72,13.95,0
947,4.7,1,13.16,0.0,0.78,13.94,0
584,2.25,1,7.8,2.21,1.3,11.31,0
968,5.2,1,14.14,0.0,0.78,14.92,0
1313,9.33,2,20.48,1.95,4.44,26.87,1
1624,10.35,1,23.89,6.89,3.41,34.19,1
1063,5.29,1,14.62,3.64,3.44,21.7,1
443,2.9,1,7.31,1.69,1.28,10.28,0
1022,2.74,1,11.7,2.73,1.71,16.14,0
1870,28.81,1,47.78,0.0,0.78,48.56,0
834,3.7,1,10.24,3.64,4.46,18.34,1
2316,5.65,1,23.4,0.0,1.76,25.16,0
1194,12.52,1,23.4,6.11,7.17,36.68,0
1118,2.54,1,12.68,2.47,0.75,15.9,0
1340,9.08,1,19.99,0.0,7.65,27.64,0
715,3.38,2,9.26,0.0,1.27,10.53,0
2412,8.22,1,26.32,2.86,4.5,33.68,1
728,4.18,1,11.21,4.42,3.45,19.08,1
818,2.99,1,10.24,0.0,0.78,11.02,0
333,1.85,1,5.85,1.82,3.5,11.17,1
375,1.85,1,6.34,1.95,3.47,11.76,1
546,3.7,1,8.78,0.0,1.27,10.05,0
272,1.93,2,5.85,1.69,0.75,8.29,0
725,5.41,1,11.7,2.99,3.5,18.19,1
891,2.9,1,10.24,2.21,0.77,13.22,0
660,1.3,1,7.8,0.0,0.78,8.58,0
292,1.45,1,5.36,1.04,1.79,8.19,0
881,3.22,0,10.24,0.0,0.78,11.02,0
1046,4.75,2,13.16,1.95,3.46,18.57,1
270,0.97,1,4.88,0.0,0.78,5.66,0
387,1.53,2,5.85,2.6,4.41,12.86,1
1862,16.61,2,32.18,0.0,1.27,33.45,0
833,3.22,1,10.24,2.34,1.22,13.8,0
847,2.62,1,9.75,0.0,0.78,10.53,0
1914,15.0,1,30.71,3.64,4.5,38.85,1
1079,6.13,1,15.11,2.86,0.84,18.81,0
3058,9.82,2,31.2,6.63,1.71,39.54,0
579,2.09,1,7.8,2.08,0.84,10.72,0
1838,15.45,1,31.2,0.0,4.44,35.64,1
2699,9.4,1,29.25,2.86,4.5,36.61,1
714,2.64,1,9.26,1.95,0.84,12.05,0
520,2.78,1,7.8,1.69,0.81,10.3,0
788,6.32,1,14.14,4.42,3.44,22.0,1
602,2.64,1,8.29,1.82,0.77,10.88,0
1385,10.93,1,22.42,5.98,7.1,35.5,0
327,1.3,1,5.36,1.95,0.78,8.09,0
1535,11.04,1,22.42,0.0,1.27,23.69,0
909,5.15,1,13.65,0.0,0.78,14.43,0
45,4.18,2,9.75,0.0,0.0,9.75,0
266,0.97,1,4.88,0.0,0.78,5.66,0
1068,5.95,1,13.16,2.86,1.82,17.84,0
657,2.83,1,9.26,2.47,0.83,12.56,0
2567,8.53,1,27.3,5.85,1.72,34.87,0
1014,6.0,1,14.14,3.51,3.47,21.12,1
752,3.06,2,9.75,2.6,3.5,15.85,1
579,2.41,1,7.8,0.0,0.78,8.58,0
368,2.67,1,7.31,0.0,0.78,8.09,0
601,2.46,1,8.78,1.95,4.47,15.2,1
272,1.92,1,5.85,0.0,0.78,6.63,0
791,3.54,1,9.75,2.6,0.81,13.16,0
860,3.54,1,10.72,3.51,3.46,17.69,1
1115,5.7,1,14.14,0.0,0.78,14.92,0
1019,6.92,1,15.6,4.94,0.72,21.26,0
2323,9.06,2,26.32,0.0,0.78,27.1,0
911,3.96,1,11.21,3.12,4.45,18.78,1
547,4.62,1,9.75,0.0,1.27,11.02,0
921,3.99,1,11.7,1.95,3.46,17.11,1
1626,6.08,2,18.53,5.46,3.5,27.49,1
424,3.22,1,7.8,2.34,3.96,14.1,1
1039,10.48,1,19.99,0.0,0.78,20.77,0
820,4.02,1,10.72,0.0,4.44,15.16,1
2250,18.22,2,36.56,0.0,1.27,37.83,0
1728,15.27,5,28.76,2.86,1.33,32.95,0
678,4.36,1,10.72,2.86,3.44,17.02,1
704,4.26,1,10.72,2.86,3.44,17.02,1
3386,23.03,1,46.31,4.94,3.4,54.65,1
432,2.93,1,7.31,1.56,0.84,9.71,0
796,4.63,1,11.21,0.0,1.76,12.97,0
1541,7.66,1,18.53,0.0,0.78,19.31,0
1011,3.69,1,11.7,0.0,4.44,16.14,1
617,2.9,0,8.78,2.34,0.83,11.95,0
11,13.44,1,50.7,0.0,0.78,51.48,0
461,1.72,1,6.82,1.56,0.74,9.12,0
397,1.64,1,6.34,1.43,0.77,8.54,0
1483,3.65,1,15.6,2.08,0.84,18.52,0
655,2.95,1,9.26,3.9,1.27,14.43,0
835,3.6,1,10.72,2.86,3.44,17.02,1
1254,4.7,1,14.14,0.0,0.78,14.92,0
1052,10.9,1,19.99,5.46,7.14,32.59,0
320,1.13,2,5.36,0.0,1.76,7.12,0
521,1.74,1,7.31,0.0,1.27,8.58,0
2231,38.3,1,97.5,0.0,0.0,97.5,0
497,3.15,1,8.29,0.0,3.46,11.75,1
583,2.25,1,8.29,1.04,4.37,13.7,1
1357,4.55,2,13.16,0.0,0.78,13.94,0
1653,7.93,1,19.99,0.0,3.46,23.45,1
541,4.46,6,10.72,2.34,1.33,14.39,0
621,2.9,1,8.78,0.0,0.78,9.56,0
1241,9.54,1,20.48,0.0,3.46,23.94,1
1187,2.51,1,12.68,0.0,0.78,13.46,0
1842,9.62,1,23.89,0.0,8.14,32.03,0
1025,3.44,1,12.19,0.0,0.78,12.97,0
859,2.12,1,9.75,0.0,1.76,11.51,0
351,1.22,1,5.85,1.04,3.88,10.77,1
593,4.26,1,10.72,1.04,1.2,12.96,0
1829,6.92,1,19.99,4.68,3.47,28.14,1
404,2.27,1,6.82,2.08,1.82,10.72,0
1703,10.03,1,22.42,0.0,0.78,23.2,0
1416,2.9,1,14.62,0.0,1.76,16.38,0
1023,4.84,1,13.16,0.0,1.76,14.92,0
695,2.25,1,8.29,0.0,0.78,9.07,0
1972,9.61,1,22.91,4.68,0.84,28.43,0
1083,8.34,2,43.88,0.0,0.29,44.17,0
1233,3.91,1,13.65,2.6,3.43,19.68,1
285,1.66,1,5.36,1.82,3.41,10.59,1
617,4.14,1,9.75,2.6,3.5,15.85,1
295,1.95,2,5.85,1.69,0.75,8.29,0
808,2.95,1,9.75,2.86,4.41,17.02,1
731,2.88,2,9.26,0.0,0.78,10.04,0
534,2.2,1,7.8,0.0,0.78,8.58,0
386,2.27,1,6.82,0.0,3.46,10.28,1
298,1.61,1,5.85,1.3,0.8,7.95,0
1523,5.38,1,17.06,4.16,3.41,24.63,1
596,3.54,1,9.26,2.08,1.29,12.63,0
655,2.16,1,8.78,0.0,0.78,9.56,0
705,5.33,2,12.19,2.73,1.23,16.15,0
1551,6.97,1,18.04,0.0,0.78,18.82,0
774,2.88,3,9.75,2.34,1.72,13.81,0
908,2.9,1,10.72,0.0,0.78,11.5,0
247,2.17,1,5.85,1.56,1.72,9.13,0
1182,5.91,1,15.11,3.77,3.41,22.29,1
2527,32.49,2,55.58,0.0,1.27,56.85,0
1302,6.58,3,16.58,0.0,0.78,17.36,0
757,6.13,1,13.16,1.95,4.44,19.55,1
417,1.43,1,6.34,2.08,1.7,10.12,0
1502,6.24,1,18.04,5.33,3.5,26.87,1
454,3.15,1,7.8,2.21,3.5,13.51,1
450,1.8,1,6.34,0.0,1.76,8.1,0
2015,8.27,1,22.91,5.33,3.99,32.23,1
951,3.7,1,11.21,2.34,0.83,14.38,0
1624,23.56,1,41.92,8.19,3.44,53.55,1
465,1.75,1,6.34,2.21,4.38,12.93,1
1086,4.81,1,13.65,3.38,3.5,20.53,1
715,2.57,1,8.78,0.0,0.78,9.56,0
538,2.93,1,8.29,1.04,4.37,13.7,1
3213,7.85,1,31.2,0.0,1.76,32.96,0
192,0.98,1,4.39,3.9,0.78,9.07,0
1151,5.07,1,14.14,2.99,0.77,17.9,0
76,2.74,1,2.92,0.0,1.76,4.68,0
375,1.82,1,5.85,1.17,0.8,7.82,0
1320,5.49,1,15.6,0.0,0.78,16.38,0
561,2.25,1,7.8,1.69,0.8,10.29,0
355,1.45,5,5.85,1.3,0.81,7.96,0
374,2.49,1,6.82,1.56,1.33,9.71,0
192,1.56,1,5.36,0.0,0.78,6.14,0
90,0.37,1,2.92,0.91,0.8,4.63,0
897,4.51,1,11.7,0.0,1.76,13.46,0
493,2.95,2,8.29,1.95,1.81,12.05,0
715,2.43,1,9.26,2.99,0.8,13.05,0
331,1.21,1,4.39,0.0,0.78,5.17,0
1725,8.69,2,22.91,2.86,4.5,30.27,1
826,3.89,2,10.24,2.34,1.23,13.81,0
656,2.41,1,8.78,1.95,0.74,11.47,0
512,2.0,1,7.31,2.21,1.81,11.33,0
328,0.82,1,4.88,1.69,3.44,10.01,1
1303,5.79,1,15.6,0.0,0.78,16.38,0
1617,6.18,1,18.04,2.86,3.53,24.43,1
393,2.64,1,6.82,0.0,0.78,7.6,0
843,3.07,1,10.24,0.0,0.78,11.02,0
2068,13.1,1,29.25,9.75,3.52,42.52,1
826,7.5,1,15.6,0.0,0.78,16.38,0
548,2.2,1,7.31,1.56,0.84,9.71,0
929,6.12,1,13.65,3.38,3.49,20.52,1
159,1.56,1,4.88,0.0,0.78,5.66,0
360,0.85,1,5.36,0.0,1.76,7.12,0
1233,3.67,1,8.78,0.0,1.76,10.54,0
948,4.91,1,13.16,0.0,1.27,14.43,0
1281,7.76,1,19.01,3.9,0.84,23.75,0
346,1.08,1,5.36,1.82,0.8,7.98,0
2324,6.98,1,23.4,4.81,0.81,29.02,0
1131,4.1,1,13.16,2.99,1.75,17.9,0
980,12.1,2,31.2,7.93,0.24,39.37,0
1292,10.69,1,20.48,0.0,4.44,24.92,1
1016,3.75,1,11.7,2.47,4.38,18.55,1
1207,3.7,1,13.65,3.12,1.71,18.48,0
1080,11.31,3,34.12,6.89,0.29,41.3,0
750,7.87,2,15.11,0.0,0.78,15.89,0
1217,12.36,1,23.4,3.9,1.76,29.06,0
963,5.87,1,14.14,5.33,3.42,22.89,1
743,2.48,1,9.26,0.0,0.78,10.04,0
515,2.06,1,6.82,1.69,1.78,10.29,0
373,1.45,1,5.85,1.95,0.82,8.62,0
420,2.09,1,6.82,1.04,4.37,12.23,1
924,3.38,1,11.21,2.34,0.83,14.38,0
1206,10.65,1,21.45,0.0,0.78,22.23,0
770,5.25,5,12.19,2.73,1.81,16.73,0
900,9.69,2,18.04,3.9,1.81,23.75,0
284,0.63,1,4.39,0.0,1.76,6.15,0
509,3.99,1,8.78,1.04,3.49,13.31,1
591,1.8,1,7.8,1.17,1.76,10.73,0
588,1.82,2,7.31,1.82,1.75,10.88,0
539,2.06,1,7.31,1.56,0.84,9.71,0
344,2.49,1,6.82,0.0,1.27,8.09,0
2034,15.3,1,30.71,0.0,7.17,37.88,0
2536,10.51,1,26.32,0.0,1.76,28.08,0
764,4.43,1,10.72,0.0,0.78,11.5,0
820,3.56,3,10.72,2.34,0.74,13.8,0
718,6.63,1,13.65,1.04,0.72,15.41,0
240,1.79,1,5.36,1.95,1.27,8.58,0
1349,7.68,2,18.53,4.55,3.89,26.97,1
921,6.16,1,13.65,3.51,3.41,20.57,1
478,2.27,1,7.31,0.0,0.78,8.09,0
201,2.25,1,5.85,1.56,1.72,9.13,0
742,4.36,1,11.21,0.0,0.78,11.99,0
198,0.87,1,4.39,1.3,0.77,6.46,0
1342,5.92,1,16.09,4.16,4.38,24.63,1
374,1.77,1,5.85,0.0,1.76,7.61,0
1779,11.54,2,25.84,0.0,0.78,26.62,0
1387,10.93,1,22.42,5.33,4.48,32.23,1
1540,3.75,1,15.6,0.0,1.76,17.36,0
451,1.59,1,6.34,0.0,1.76,8.1,0
555,1.66,1,7.31,0.0,0.78,8.09,0
720,3.65,1,10.24,1.43,3.93,15.6,1
3077,16.69,1,37.05,7.8,1.72,46.57,0
1510,10.77,1,22.42,4.68,1.33,28.43,0
517,6.26,1,12.68,2.73,0.74,16.15,0
1192,3.7,1,13.16,0.0,3.46,16.62,1
868,3.77,1,11.21,0.0,0.78,11.99,0
727,4.22,1,10.72,3.51,3.5,17.73,1
580,2.32,1,7.8,2.21,3.5,13.51,1
1028,8.22,1,17.06,4.16,3.41,24.63,1
600,2.82,1,8.29,2.6,4.38,15.27,1
604,0.02,1,6.82,1.56,0.74,9.12,0
822,3.56,1,10.24,0.0,0.78,11.02,0
566,2.85,1,8.29,0.0,0.78,9.07,0
623,2.67,1,8.29,1.82,0.77,10.88,0
930,3.06,3,10.72,1.95,1.76,14.43,0
191,1.77,1,5.36,1.95,1.27,8.58,0
519,2.09,1,7.31,1.56,0.84,9.71,0
288,2.2,1,5.85,0.0,0.78,6.63,0
995,4.51,1,12.68,3.25,3.43,19.36,1
289,0.53,1,4.39,1.04,0.77,6.2,0
388,1.58,1,6.34,0.0,1.76,8.1,0
905,4.54,1,11.7,0.0,1.76,13.46,0
179,0.93,1,3.9,0.91,0.81,5.62,0
468,4.73,1,10.24,1.95,1.27,13.46,0
606,2.29,2,8.29,0.0,1.27,9.56,0
693,2.88,1,9.75,0.0,0.78,10.53,0
3112,11.73,1,32.18,4.94,0.72,37.84,0
2949,21.08,3,42.9,0.0,1.27,44.17,0
438,6.07,1,11.7,0.0,0.78,12.48,0
1531,8.87,1,20.48,2.86,3.53,26.87,1
407,2.54,5,6.82,0.0,0.78,7.6,0
9,0.11,1,3.9,0.0,0.29,4.19,0
860,3.69,1,10.72,3.51,3.5,17.73,1
1081,14.0,1,39.0,4.94,-0.06,43.88,0
511,1.96,1,6.82,3.77,3.47,14.06,1
717,3.89,6,10.24,0.0,3.46,13.7,1
442,1.77,1,6.34,0.0,1.27,7.61,0
3219,8.98,1,28.76,0.0,3.46,32.22,1
1289,6.76,2,17.06,4.16,3.41,24.63,1
1055,6.12,1,15.11,1.04,0.72,16.87,0
