trip_duration,distance_traveled,num_of_passengers,fare,tip,miscellaneous_fees,total_fare,surge_applied
2885,8.06,1,24.38,0.0,3.46,27.84,1
1292,7.1,1,24.38,4.94,0.29,29.61,0
676,4.04,5,10.24,1.95,0.78,12.97,0
416,3.03,1,7.8,0.0,0.78,8.58,0
453,3.41,1,7.8,0.0,0.78,8.58,0
168,0.98,1,3.9,1.17,1.72,6.79,0
576,2.04,1,7.8,2.21,3.5,13.51,1
1502,6.24,1,18.04,5.33,3.5,26.87,1
807,3.4,1,10.24,0.0,1.27,11.51,0
332,1.59,1,5.85,0.0,0.78,6.63,0
1407,15.87,1,27.79,2.86,1.82,32.47,0
695,2.25,1,8.29,0.0,0.78,9.07,0
458,1.56,1,6.34,0.0,0.78,7.12,0
1095,6.31,1,15.6,3.77,3.5,22.87,1
465,1.75,1,6.34,2.21,4.38,12.93,1
696,3.03,1,9.26,2.99,0.8,13.05,0
665,3.86,1,9.75,1.95,3.95,15.65,1
458,0.79,1,5.85,1.69,0.75,8.29,0
681,6.6,1,13.16,0.0,0.78,13.94,0
1846,5.75,1,18.04,0.0,3.46,21.5,1
492,2.46,1,7.31,0.0,0.78,8.09,0
369,1.38,1,5.85,0.0,0.78,6.63,0
2913,12.36,1,32.66,2.86,0.84,36.36,0
605,2.59,1,8.29,1.95,1.81,12.05,0
1449,3.91,1,14.62,0.0,0.78,15.4,0
711,4.2,5,10.72,0.0,3.46,14.18,1
1028,8.22,1,17.06,4.16,3.41,24.63,1
546,3.7,1,8.78,0.0,1.27,10.05,0
521,1.74,1,7.31,0.0,1.27,8.58,0
2916,28.05,1,50.7,9.75,6.68,67.13,0
443,2.9,1,7.31,1.69,1.28,10.28,0
1006,5.87,1,15.11,0.0,1.27,16.38,0
407,1.37,1,5.85,0.0,0.78,6.63,0
2375,11.83,2,29.74,6.63,3.47,39.84,1
1307,5.05,2,15.11,3.12,0.84,19.07,0
1266,5.28,1,15.11,3.77,3.41,22.29,1
357,1.45,1,5.85,0.0,0.78,6.63,0
1026,3.7,1,12.19,0.0,0.78,12.97,0
2446,6.57,2,24.86,0.0,0.78,25.64,0
434,2.01,1,6.34,2.08,3.93,12.35,1
424,3.22,1,7.8,2.34,3.96,14.1,1
1279,8.51,1,19.5,4.16,1.26,24.92,0
1510,10.77,1,22.42,4.68,1.33,28.43,0
525,4.3,1,9.75,0.0,3.95,13.7,1
749,4.3,6,10.72,2.99,3.89,17.6,1
2436,7.21,1,26.81,0.0,1.27,28.08,0
272,1.92,1,5.85,0.0,0.78,6.63,0
609,2.57,1,8.29,2.34,1.32,11.95,0
348,1.58,1,5.85,0.0,0.78,6.63,0
565,2.57,1,7.8,0.0,0.78,8.58,0
1453,13.04,1,25.35,0.0,0.78,26.13,0
1653,7.93,1,19.99,0.0,3.46,23.45,1
2127,10.15,1,87.75,17.55,0.35,105.65,0
608,3.07,5,8.78,0.0,0.78,9.56,0
480,0.63,1,5.85,0.0,0.78,6.63,0
1433,5.55,1,16.09,0.0,3.46,19.55,1
409,1.96,1,6.34,2.21,4.38,12.93,1
978,9.0,1,16.58,0.0,0.78,17.36,0
191,0.72,1,3.9,0.0,1.76,5.66,0
1030,11.68,1,21.94,0.0,3.95,25.89,1
511,3.48,1,8.29,0.0,3.95,12.24,1
1300,4.36,1,12.68,0.0,3.46,16.14,0
503,6.13,1,12.19,1.04,0.72,13.95,0
2091,8.95,1,23.4,5.33,3.5,32.23,1
1767,8.01,2,20.96,6.5,0.8,28.26,0
406,1.54,1,5.85,0.0,0.78,6.63,0
339,1.24,1,5.85,1.3,0.81,7.96,0
626,2.99,2,9.75,0.0,0.29,10.04,0
438,6.0,1,11.7,0.0,3.95,15.65,1
2469,11.75,1,27.3,5.72,4.43,37.45,1
1363,8.22,5,18.53,3.25,3.51,25.29,1
322,2.46,2,6.34,0.0,0.78,7.12,0
255,1.09,1,4.88,0.0,0.78,5.66,0
582,2.77,1,8.29,0.0,1.27,9.56,0
1363,5.76,1,16.09,1.95,3.46,21.5,1
491,1.53,1,7.31,1.56,0.84,9.71,0
355,1.74,1,5.85,1.95,0.82,8.62,0
845,3.23,3,10.24,0.0,3.46,13.7,1
301,1.27,1,5.36,0.0,0.78,6.14,0
394,2.01,1,6.34,0.0,0.78,7.12,0
573,2.72,1,8.29,0.0,3.46,11.75,1
569,2.45,1,7.8,1.04,4.37,13.21,1
1060,10.19,1,19.5,0.0,7.17,26.67,0
280,1.3,1,4.88,1.95,1.79,8.62,0
116,1.13,1,4.39,0.0,0.78,5.17,0
459,2.19,1,6.82,2.08,3.44,12.34,1
1614,11.8,1,24.86,0.0,3.46,28.32,1
509,1.48,1,6.82,2.08,3.44,12.34,1
359,1.45,1,5.85,0.13,0.8,6.78,0
181,0.9,1,4.39,0.0,0.78,5.17,0
568,2.96,1,7.8,1.95,1.76,11.51,0
720,3.32,1,9.26,0.0,1.76,11.02,0
454,3.15,1,7.8,2.21,3.5,13.51,1
71,0.35,1,2.92,0.0,1.27,4.19,0
1961,5.95,1,19.99,4.68,3.47,28.14,1
1532,6.26,1,17.06,4.29,4.45,25.8,1
603,4.15,1,11.21,0.0,0.78,11.99,0
610,2.37,1,8.29,0.0,0.78,9.07,0
367,4.07,1,9.26,0.0,0.78,10.04,0
76,2.74,1,2.92,0.0,1.76,4.68,0
517,1.56,1,7.31,1.17,0.78,9.26,0
1272,11.8,1,22.42,5.98,1.82,30.22,0
964,4.18,2,12.68,0.0,1.76,14.44,0
1011,4.67,1,12.68,1.95,4.44,19.07,1
1027,6.81,1,15.6,3.38,1.26,20.24,0
1541,7.66,1,18.53,0.0,0.78,19.31,0
1908,16.91,1,32.66,2.86,0.84,36.36,0
2121,18.68,1,37.05,0.0,1.27,38.32,0
550,1.71,1,7.31,0.0,0.78,8.09,0
818,2.99,1,10.24,0.0,0.78,11.02,0
1517,13.36,1,26.81,7.8,4.44,39.05,1
644,3.69,1,10.24,2.21,0.77,13.22,0
921,3.99,1,11.7,1.95,3.46,17.11,1
474,1.93,1,7.31,1.56,0.84,9.71,0
387,1.53,2,5.85,2.6,4.41,12.86,1
1069,4.41,1,12.68,4.03,3.47,20.18,1
1460,6.21,1,17.06,2.86,3.53,23.45,1
374,2.49,1,6.82,1.56,1.33,9.71,0
601,10.33,1,18.04,4.81,1.28,24.13,0
1092,6.81,1,15.6,3.51,1.72,20.83,0
586,1.71,1,7.8,2.08,0.84,10.72,0
2715,10.25,1,29.25,0.0,3.46,32.71,1
319,1.79,1,5.85,1.04,1.2,8.09,0
1237,2.14,1,13.16,2.73,0.84,16.73,0
563,1.87,1,7.8,0.0,0.78,8.58,0
550,3.57,1,8.78,1.56,1.21,11.55,0
407,1.45,1,6.34,1.43,0.77,8.54,0
1606,6.92,2,19.01,0.0,0.78,19.79,0
780,4.09,1,10.72,0.0,0.78,11.5,0
290,1.0,1,4.88,0.0,1.76,6.64,0
2567,8.53,1,27.3,5.85,1.72,34.87,0
1323,4.36,1,15.11,0.0,0.78,15.89,0
906,4.99,1,12.68,0.0,1.76,14.44,0
627,3.04,1,8.78,0.0,4.44,13.22,1
387,2.82,1,7.31,0.0,1.27,8.58,0
1404,17.54,1,31.69,8.45,10.29,50.43,1
1182,5.91,1,15.11,3.77,3.41,22.29,1
2108,7.4,2,23.4,0.0,4.44,27.84,1
663,3.85,1,10.24,3.51,1.21,14.96,0
333,1.71,1,5.85,0.0,0.78,6.63,0
104,1.11,1,3.9,2.08,0.84,6.82,0
978,8.34,1,17.55,2.21,4.43,24.19,1
2015,11.7,1,25.84,7.28,3.5,36.62,1
339,1.37,1,5.85,1.3,0.81,7.96,0
695,2.7,1,9.26,0.0,0.78,10.04,0
811,4.94,1,12.19,0.0,1.27,13.46,0
524,2.98,1,8.29,0.0,3.46,11.75,1
1394,6.78,3,17.55,0.0,3.46,21.01,1
1531,8.87,1,20.48,2.86,3.53,26.87,1
474,2.9,1,8.29,1.04,1.2,10.53,0
514,2.49,1,7.8,1.69,0.81,10.3,0
390,1.93,1,6.34,1.43,3.5,11.27,1
951,3.8,1,12.19,0.0,4.44,16.63,1
880,4.51,1,12.19,0.0,0.78,12.97,0
308,1.11,1,4.88,0.0,0.78,5.66,0
1098,6.21,1,14.62,4.55,3.44,22.61,1
376,1.71,2,6.34,0.0,0.78,7.12,0
3213,7.85,1,31.2,0.0,1.76,32.96,0
1387,10.93,1,22.42,5.33,4.48,32.23,1
499,2.72,2,7.8,1.69,0.81,10.3,0
1917,7.95,1,21.94,3.77,3.5,29.21,1
1067,2.54,1,11.7,2.47,0.81,14.98,0
372,2.17,1,6.34,1.56,1.81,9.71,0
1503,4.78,2,16.58,0.0,0.78,17.36,0
388,1.83,1,6.34,0.0,0.78,7.12,0
171,0.64,1,3.9,0.0,0.78,4.68,0
623,2.41,1,8.29,1.82,0.77,10.88,0
421,3.23,1,7.8,1.95,4.0,13.75,1
401,1.66,5,6.34,0.0,0.78,7.12,0
515,1.77,1,6.82,0.0,1.76,8.58,0
655,2.16,1,8.78,0.0,0.78,9.56,0
1415,5.33,1,16.09,3.38,0.77,20.24,0
474,1.9,1,6.82,1.56,0.74,9.12,0
900,9.69,2,18.04,3.9,1.81,23.75,0
348,1.54,1,5.85,0.0,0.78,6.63,0
329,0.82,1,4.88,0.0,0.78,5.66,0
1735,4.35,1,17.55,6.24,3.51,27.3,1
1166,8.21,1,16.58,0.0,3.46,20.04,1
617,1.58,1,6.82,1.04,0.72,8.58,0
423,1.42,1,5.85,0.0,0.78,6.63,0
393,1.74,1,6.34,0.0,1.27,7.61,0
892,6.41,1,13.16,0.0,1.27,14.43,0
1386,6.37,1,16.58,3.51,0.74,20.83,0
928,3.28,1,10.72,0.0,3.46,14.18,1
770,5.25,5,12.19,2.73,1.81,16.73,0
1063,5.29,1,14.62,3.64,3.44,21.7,1
129,0.48,1,3.41,0.0,0.78,4.19,0
845,11.73,1,21.45,5.85,1.71,29.01,0
579,2.41,1,7.8,0.0,0.78,8.58,0
1129,3.73,5,13.16,1.95,3.46,18.57,1
826,7.5,1,15.6,0.0,0.78,16.38,0
453,2.24,1,7.31,1.56,0.84,9.71,0
815,4.76,1,12.19,0.0,1.76,13.95,0
706,2.48,1,8.78,0.0,0.78,9.56,0
512,2.0,1,7.31,2.21,1.81,11.33,0
935,5.15,1,13.16,2.86,3.53,19.55,1
656,2.41,1,8.78,1.95,0.74,11.47,0
1829,6.92,1,19.99,4.68,3.47,28.14,1
476,3.62,1,8.29,2.34,3.47,14.1,1
441,1.48,1,6.34,0.0,0.78,7.12,0
953,5.97,1,13.65,3.38,3.5,20.53,1
221,1.22,1,4.39,1.04,0.77,6.2,0
2358,7.26,1,23.4,2.73,3.42,29.55,1
887,4.35,1,12.19,1.04,0.72,13.95,0
948,4.91,1,13.16,0.0,1.27,14.43,0
1340,12.07,1,23.4,1.95,4.44,29.79,1
209,2.74,1,6.34,0.0,1.27,7.61,0
621,2.77,5,8.29,3.9,1.76,13.95,0
4,0.08,1,2.44,0.0,0.78,3.22,0
1414,7.08,1,17.55,1.04,0.72,19.31,0
321,1.82,2,5.85,0.0,0.78,6.63,0
1780,15.58,1,30.22,6.76,3.44,40.42,1
612,3.81,1,8.78,0.0,1.76,10.54,0
2053,27.04,1,45.82,0.0,0.78,46.6,0
396,2.51,1,7.31,2.86,1.82,11.99,0
187,0.64,1,3.9,0.0,0.78,4.68,0
1110,3.98,1,13.65,3.64,0.75,18.04,0
1938,8.69,1,22.42,7.8,3.42,33.64,1
775,3.22,1,9.75,0.0,1.27,11.02,0
360,0.85,1,5.36,0.0,1.76,7.12,0
1233,3.91,1,13.65,2.6,3.43,19.68,1
1500,12.47,1,23.89,0.0,3.46,27.35,1
1391,7.08,3,17.55,0.0,0.78,18.33,0
180,0.72,1,3.9,0.0,0.78,4.68,0
837,6.95,1,14.62,0.0,0.78,15.4,0
713,3.46,1,9.75,1.43,3.49,14.67,1
400,1.45,1,6.34,0.0,1.76,8.1,0
715,2.43,1,9.26,2.99,0.8,13.05,0
1077,3.93,1,12.68,0.0,1.76,14.44,0
588,1.82,2,7.31,1.82,1.75,10.88,0
932,12.04,1,21.94,0.0,0.78,22.72,0
500,1.42,1,6.82,0.0,0.78,7.6,0
395,2.91,1,7.8,0.0,0.78,8.58,0
410,2.16,2,6.82,1.56,0.74,9.12,0
2349,14.39,6,32.18,7.28,4.48,43.94,1
465,1.95,1,6.82,0.0,0.78,7.6,0
532,1.83,1,6.82,1.04,1.69,9.55,0
284,1.38,1,5.36,0.0,0.78,6.14,0
1052,4.18,1,12.68,2.86,4.5,20.04,1
951,3.7,1,11.21,2.34,0.83,14.38,0
767,3.28,5,9.75,2.21,1.26,13.22,0
3540,28.98,1,54.11,12.74,9.9,76.75,1
568,2.54,1,7.8,0.0,1.76,9.56,0
333,1.85,1,5.85,1.82,3.5,11.17,1
610,2.99,5,8.78,0.0,1.76,10.54,0
820,3.56,3,10.72,2.34,0.74,13.8,0
472,1.9,1,6.82,1.56,0.74,9.12,0
1090,4.83,4,13.65,5.07,3.51,22.23,1
484,2.22,1,7.31,2.73,3.42,13.46,1
528,2.41,1,7.8,2.86,1.33,11.99,0
677,2.41,1,8.78,0.0,0.78,9.56,0
663,2.72,5,8.29,0.0,1.27,9.56,0
366,2.24,6,6.34,0.0,4.44,10.78,1
220,1.38,1,4.88,0.0,0.78,5.66,0
1642,7.35,2,19.99,4.68,3.47,28.14,1
1045,12.31,1,32.18,0.0,1.27,33.45,0
459,2.0,1,6.82,0.0,1.76,8.58,0
770,11.67,1,20.96,4.94,3.41,29.31,1
886,3.06,1,10.24,2.73,0.78,13.75,0
621,3.35,2,9.26,2.08,1.29,12.63,0
2067,5.79,2,20.96,0.0,1.76,22.72,0
686,3.65,1,9.75,0.0,0.78,10.53,0
485,1.16,1,5.85,0.0,1.76,7.61,0
947,4.7,1,13.16,0.0,0.78,13.94,0
1545,5.5,1,17.06,0.0,4.44,21.5,1
1017,6.39,2,14.62,0.0,0.78,15.4,0
550,6.74,1,13.65,2.86,3.53,20.04,1
1626,6.08,2,18.53,5.46,3.5,27.49,1
1015,6.15,1,13.16,2.86,1.29,17.31,0
1008,4.83,2,12.68,3.64,1.72,18.04,0
543,3.3,1,8.78,2.47,3.43,14.68,1
1292,3.38,1,14.14,2.86,3.53,20.53,1
893,5.95,1,12.68,3.25,3.43,19.36,1
656,3.73,1,9.75,0.0,1.27,11.02,0
1349,7.68,2,18.53,4.55,3.89,26.97,1
2403,15.37,1,23.84,0.0,3.46,27.3,1
572,4.39,1,10.72,2.47,1.78,14.97,0
312,1.77,1,5.85,1.17,1.32,8.34,0
1594,5.81,1,18.04,1.95,0.78,20.77,0
679,4.88,1,11.21,0.0,3.46,14.67,1
582,2.8,1,8.29,1.95,1.81,12.05,0
1000,5.31,2,13.16,2.86,1.29,17.31,0
660,4.17,1,9.75,1.3,3.49,14.54,1
822,3.56,1,10.24,0.0,0.78,11.02,0
839,4.8,1,12.68,1.95,3.95,18.58,1
930,3.06,3,10.72,1.95,1.76,14.43,0
1073,6.32,1,14.62,0.0,0.29,14.91,0
1110,5.09,1,14.14,3.51,3.47,21.12,1
255,1.46,1,4.88,0.0,1.27,6.15,0
274,1.46,6,4.88,1.56,1.25,7.69,0
1077,6.98,1,16.58,0.0,0.78,17.36,0
458,2.82,1,7.8,2.21,3.5,13.51,1
2,0.05,1,9.75,2.99,0.32,13.06,0
48,0.11,2,2.44,0.0,1.76,4.2,0
815,3.94,1,11.21,3.12,4.45,18.78,1
759,9.21,1,18.04,4.94,0.72,23.7,0
316,0.89,5,5.36,0.0,0.78,6.14,0
1303,5.79,1,15.6,0.0,0.78,16.38,0
1213,4.67,1,14.62,3.64,3.43,21.69,1
