nickname,total_turns,first_five_turns_points,max_points_turn,min_points_turn,max_min_difference,winner,lexicon,initial_time_seconds,rating_mode,game_duration_seconds,time left minutes
strataji,17,43,68,0,68,0,ECWL,2400,RATED,165.5728259,37.24045290166667
MMAViswanathan2741,15,48,15,5,10,0,CSW21,300,RATED,317.705898,-0.29509829999999987
Mimix,12,148,78,10,68,1,CSW21,1200,CASUAL,195.076169,16.74873051666667
TrickyRicky,13,113,66,16,50,1,NWL20,1200,RATED,381.1891201,13.646847998333332
HastyBot,14,88,50,6,44,1,NWL20,1200,RATED,316.9376218000001,14.717706303333332
thisguy,14,88,92,-80,172,0,NWL20,3600,RATED,251.5044241,55.80825959833333
HoolyMagumba,12,119,92,12,80,0,CSW21,1200,RATED,469.1524079,12.180793201666665
BB-8,14,55,34,2,32,0,ECWL,900,CASUAL,259.8745859,10.668756901666665
PVMG,16,139,77,0,77,1,CSW21,540,RATED,366.148205,2.897529916666666
HastyBot,14,144,89,2,87,0,CSW21,1200,RATED,397.604104,13.373264933333333
Goldenwick,16,102,38,6,32,0,NWL20,1200,RATED,468.222688,12.196288533333332
BetterBot,15,102,90,4,86,0,CSW21,780,CASUAL,369.3433421,6.844277631666667
STEEBot,11,261,79,15,64,0,CSW21,1200,RATED,1265.848493,-1.0974748833333328
STEEBot,14,156,54,8,46,1,NWL20,720,RATED,246.9239731,7.884600448333333
BetterBot,14,119,74,11,63,0,CSW21,1200,CASUAL,391.3618081,13.477303198333335
STEEBot,16,106,70,0,70,0,NWL20,660,RATED,598.962523,1.0172912833333327
snorkl,13,79,82,2,80,0,CSW21,1200,RATED,370.652179,13.822463683333334
velocat,17,56,35,0,35,0,NWL20,1200,RATED,884.6382448999999,5.256029251666669
STEEBot,15,196,79,0,79,0,CSW21,1200,RATED,173.2328601,17.112785665
BetterBot,14,101,70,0,70,1,CSW21,900,RATED,579.5775912,5.340373479999999
Yracivc,16,40,87,2,85,1,CSW21,1200,RATED,435.8633051,12.735611581666667
STEEBot,13,110,98,16,82,1,CSW21,1200,RATED,405.3361921,13.244396798333332
BetterBot,12,154,78,7,71,1,CSW21,2400,RATED,929.6257272,24.50623788
Anita,13,183,92,8,84,1,NWL20,1200,RATED,403.073894,13.282101766666667
davidavid,14,122,64,11,53,1,CSW21,900,RATED,378.923492,8.684608466666667
BeanzCyclones,13,189,78,4,74,0,CSW21,1200,RATED,296.1040909,15.064931818333331
STEEBot,14,119,87,8,79,0,CSW21,960,RATED,400.4961212,9.325064646666666
STEEBot,12,208,97,16,81,0,CSW21,1260,RATED,367.7183201,14.871361331666666
sayumnenuka,15,37,69,3,66,0,CSW21,900,RATED,294.07559489999994,10.098740085000001
HastyBot,11,260,82,22,60,1,CSW21,3600,CASUAL,266.7474699,55.554208835000004
Goldenlamb,12,155,72,6,66,1,CSW21,1200,RATED,285.7554691,15.237408848333333
BetterBot,12,168,79,12,67,0,NWL20,1200,RATED,285.6525769,15.239123718333333
HastyBot,12,150,79,2,77,0,CSW21,1200,RATED,299.6973128,15.005044786666668
Omoyedivine,13,171,88,0,88,1,CSW21,1200,RATED,509.70364400000005,11.504939266666666
Dipal,18,50,40,0,40,0,CSW21,900,RATED,479.9734941,7.000441765000001
bubbat,14,76,56,0,56,0,NWL20,720,RATED,332.062408,6.465626533333333
BetterBot,14,127,76,0,76,0,NWL20,1200,RATED,353.4784381,14.108692698333334
TrentonTron,12,114,45,12,33,0,NWL20,3600,RATED,242.462003,55.958966616666665
STEEBot,13,129,81,11,70,0,CSW21,480,RATED,202.107291,4.631545149999999
BB-8,13,159,82,5,77,0,ECWL,900,CASUAL,161.32300519999995,12.311283246666669
BetterBot,14,75,62,0,62,1,CSW21,900,RATED,488.014534,6.866424433333333
BetterBot,15,115,70,2,68,1,NWL20,1200,RATED,443.794569,12.60342385
jodel,15,82,69,0,69,1,CSW21,1200,RATED,918.048594,4.6991901
Bucks,13,100,77,2,75,1,CSW21,1200,RATED,540.5708869,10.990485218333333
STEEBot,14,119,74,7,67,0,NWL20,1200,RATED,217.443085,16.375948583333333
meganlmz,12,129,37,14,23,0,CSW21,780,CASUAL,547.9015021,3.868308298333333
HastyBot,12,201,84,10,74,0,NWL20,1200,RATED,260.8708098,15.65215317
kar2008,13,139,65,0,65,1,NWL20,1200,RATED,603.242233,9.945962783333332
chloe,16,28,90,-90,180,0,NWL20,300,RATED,312.626209,-0.21043681666666694
BetterBot,13,104,74,5,69,0,CSW21,1320,RATED,702.8914348999998,10.28514275166667
BetterBot,15,87,83,6,77,0,CSW21,1200,RATED,590.924551,10.151257483333334
BetterBot,18,174,73,0,73,0,CSW21,300,RATED,121.587383,2.973543616666667
STEEBot,11,232,78,16,62,0,NWL20,360,RATED,361.006026,-0.01676710000000033
HenryLou,14,92,67,-10,77,0,CSW21,1200,RATED,1222.098452,-0.36830753333333255
HastyBot,15,134,78,2,76,0,ECWL,900,CASUAL,181.0092049,11.983179918333333
Jesuloba,11,93,82,0,82,0,CSW21,600,RATED,465.2845919,2.2452568016666663
meetsumeet,13,148,72,6,66,0,CSW21,720,RATED,346.1722522,6.230462463333334
STEEBot,12,157,66,17,49,1,CSW21,1800,RATED,1224.945035,9.584249416666667
BetterBot,13,183,92,18,74,0,NWL20,1500,RATED,1361.171858,2.313802366666668
brainfriar,12,112,62,10,52,0,CSW21,1200,RATED,322.4771922,14.62538013
BetterBot,15,52,45,4,41,1,CSW21,1200,CASUAL,350.9935200000001,14.150107999999998
HastyBot,11,193,78,16,62,1,CSW21,300,RATED,319.60162,-0.3266936666666671
BetterBot,16,106,74,6,68,1,CSW21,1800,RATED,579.5758691000002,20.340402181666665
STEEBot,12,192,74,19,55,0,NWL20,360,RATED,361.1038399,-0.01839733166666709
Yracivc,14,74,95,4,91,0,CSW21,1200,RATED,468.5683379,12.190527701666667
STEEBot,15,108,77,9,68,0,CSW21,1500,RATED,819.7747509,11.337087485000001
HastyBot,10,214,87,12,75,1,CSW21,3600,CASUAL,78.53153014,58.69114116433333
martinw,17,85,42,-26,68,0,CSW21,900,RATED,358.5908639,9.023485601666668
Lola,12,82,76,4,72,1,CSW21,1800,RATED,1332.017727,7.799704550000001
HastyBot,13,135,98,0,98,1,ECWL,900,CASUAL,191.093399,11.815110016666667
HastyBot,12,186,90,6,84,0,ECWL,2400,RATED,225.5965159,36.24005806833333
STEEBot,14,174,86,11,75,0,CSW21,900,RATED,582.8716369,5.285472718333334
HastyBot,14,120,70,0,70,1,ECWL,900,CASUAL,271.973506,10.467108233333333
BetterBot,12,147,62,13,49,1,NWL20,1200,RATED,407.048948,13.215850866666667
STEEBot,15,85,86,2,84,0,NWL20,1200,CASUAL,810.4287782,6.492853696666667
Kaumadee,17,80,82,0,82,1,CSW21,900,CASUAL,622.6547148,4.62242142
HastyBot,15,185,78,10,68,0,CSW21,1200,RATED,392.3936889,13.460105185000002
HastyBot,12,262,74,11,63,1,CSW21,1200,RATED,339.4685662,14.342190563333334
Rachels,11,127,79,11,68,0,CSW21,840,RATED,452.075788,6.465403533333333
STEEBot,14,172,82,11,71,0,CSW21,1200,CASUAL,280.19933080000004,15.330011153333333
kfraley,14,179,90,0,90,1,CSW21,1200,RATED,1076.069674,2.0655054333333323
phil-s,17,62,38,0,38,0,NWL20,1500,CASUAL,1389.693639,1.8384393499999987
BetterBot,14,88,76,0,76,0,CSW21,300,RATED,253.6540191,0.7724330150000001
Kathleen3,15,141,54,0,54,0,CSW21,1800,RATED,388.6174881,23.523041865
Laju,14,98,49,7,42,0,CSW21,1200,RATED,382.81224110000005,13.619795981666666
BetterBot,15,56,67,4,63,1,CSW21,600,RATED,348.715008,4.1880831999999995
shcheah,11,204,89,0,89,0,CSW21,3600,RATED,224.4078529,56.259869118333334
deathstar,15,118,75,0,75,0,NWL20,1200,RATED,386.226491,13.562891816666667
PureleyX,12,116,72,6,66,0,CSW21,900,RATED,784.917495,1.9180417499999995
STEEBot,13,171,71,10,61,0,NWL20,1200,CASUAL,233.33829900000003,16.11102835
saladboy,13,154,78,10,68,1,NWL20,1500,CASUAL,1373.343814,2.110936433333332
marvin,11,155,70,-10,80,0,CSW21,60,RATED,120.49142890000002,-1.008190481666667
MarieDee,12,135,73,10,63,0,CSW21,1200,RATED,661.4811201,8.975314665
STEEBot,12,103,83,8,75,1,CSW21,900,CASUAL,471.798609,7.13668985
BetterBot,17,131,73,0,73,0,CSW21,900,RATED,412.5966389,8.123389351666667
RobbinSteif,15,192,78,7,71,1,NWL20,1320,RATED,1090.384098,3.8269317000000003
Churrrro,16,67,65,-10,75,0,NWL20,300,CASUAL,316.1148949,-0.26858158166666707
BetterBot,17,46,71,2,69,1,CSW21,1800,RATED,519.8085899,21.336523501666665
HastyBot,12,104,49,11,38,1,ECWL,900,CASUAL,157.0067761,12.383220398333332
Patcha2304,17,65,71,0,71,0,CSW21,1320,RATED,507.665422,13.538909633333333
BetterBot,13,183,68,0,68,0,NWL20,1200,RATED,1076.760046,2.0539992333333315
Cromwell8,15,103,131,4,127,1,CSW21,1800,RATED,397.335439,23.377742683333334
BB-8,14,169,103,0,103,1,ECWL,900,CASUAL,334.9084132,9.418193113333333
Eloquent,14,147,86,4,82,1,CSW21,1200,CASUAL,355.002527,14.083291216666668
Venater,17,72,80,2,78,1,NWL20,1200,CASUAL,670.6872561,8.821879065
magic29,12,191,85,12,73,1,CSW21,900,RATED,450.055866,7.4990689
BB-8,14,73,84,4,80,1,ECWL,900,CASUAL,303.659173,9.939013783333333
Rbwingi,17,13,32,-29,61,0,CSW21,1200,RATED,1277.512975,-1.2918829166666683
Eloquent,13,126,83,9,74,1,CSW21,1200,CASUAL,353.588129,14.106864516666667
STEEBot,15,151,73,12,61,0,CSW21,1200,RATED,932.0184381,4.466359365
STEEBot,15,141,68,2,66,0,CSW21,900,CASUAL,692.9513139999998,3.4508114333333366
Numbat,14,91,74,6,68,0,CSW21,1200,RATED,280.123693,15.331271783333333
HastyBot,13,157,94,15,79,0,CSW21,1200,CASUAL,125.117717,17.914704716666666
pandorable,19,94,34,3,31,0,CSW21,300,RATED,117.800149,3.0366641833333334
STEEBot,12,155,94,8,86,1,CSW21,1800,RATED,1384.536021,6.924399650000002
BetterBot,16,113,73,0,73,0,CSW21,1200,RATED,302.7885131999999,14.953524780000002
HastyBot,15,63,90,2,88,0,ECWL,900,CASUAL,194.544374,11.757593766666666
Anita,13,130,67,8,59,0,NWL20,1200,RATED,263.4249918,15.609583469999999
BB-8,15,82,54,2,52,1,ECWL,900,CASUAL,205.699954,11.571667433333335
HastyBot,16,100,80,7,73,0,CSW21,600,RATED,335.669507,4.405508216666666
Rexington,12,137,91,14,77,0,CSW21,1200,RATED,521.092849,11.315119183333334
plunder1,17,58,64,-10,74,0,NWL20,300,RATED,347.1144791000001,-0.785241318333335
kar2008,14,101,91,0,91,1,NWL20,1200,RATED,346.9603729,14.217327118333333
STEEBot,14,120,149,0,149,0,CSW21,600,RATED,354.5467889,4.090886851666666
BB-8,16,63,64,2,62,1,ECWL,900,CASUAL,323.191798,9.613470033333332
STEEBot,14,102,74,8,66,1,CSW21,60,RATED,118.5539119,-0.9758985316666667
Qi,12,78,74,-10,84,0,CSW21,1200,RATED,1262.271087,-1.0378514500000013
TrentonTron,16,65,76,2,74,0,NWL20,3600,RATED,293.5132618,55.108112303333336
HastyBot,14,82,66,4,62,1,ECWL,900,CASUAL,210.5377409,11.491037651666666
HastyBot,14,98,92,6,86,0,NWL20,1140,RATED,670.3944659,7.8267589016666665
BB-8,13,102,74,10,64,0,ECWL,900,CASUAL,143.6899381,12.605167698333332
Kathleen3,12,133,79,13,66,0,CSW21,1800,RATED,416.725739,23.054571016666667
STEEBot,15,104,39,2,37,1,CSW21,900,RATED,472.496439,7.12505935
BB-8,12,190,77,0,77,0,ECWL,900,CASUAL,250.472558,10.825457366666667
patricck,15,89,69,4,65,1,CSW21,3300,RATED,698.5347331,43.35775444833333
UcheVictor,12,154,66,11,55,0,CSW21,1200,CASUAL,288.60279489999994,15.189953418333335
BetterBot,13,87,65,8,57,0,NWL20,1200,RATED,971.486798,3.808553366666666
BetterBot,13,159,72,16,56,0,NWL20,300,RATED,145.5057299,2.5749045016666665
BB-8,13,96,80,7,73,0,ECWL,900,CASUAL,237.2792971,11.045345048333333
HastyBot,14,132,68,0,68,0,CSW21,2400,RATED,2080.940556,5.3176574
STEEBot,15,115,79,0,79,0,CSW21,960,RATED,727.5899062000002,3.87350156333333
Lola,14,174,79,0,79,0,CSW21,1800,RATED,778.431694,17.026138433333333
Dipal,12,267,84,9,75,0,CSW21,900,RATED,712.1565042000002,3.130724929999997
Yulan,11,81,87,-10,97,0,CSW21,1200,RATED,1269.975411,-1.1662568499999983
TZB11,15,79,34,6,28,0,CSW21,1200,RATED,679.36181,8.677303166666666
Xerxes,18,59,43,3,40,1,CSW21,900,RATED,839.2680550000001,1.0121990833333314
STEEBot,12,117,43,6,37,1,CSW21,1200,RATED,246.2169509,15.896384151666666
EMC,12,151,80,2,78,0,NWL20,960,CASUAL,179.873276,13.002112066666665
BlueThor,11,114,98,8,90,0,CSW21,2400,RATED,697.8470409,28.369215984999997
velocat,17,68,39,6,33,0,NWL20,1200,RATED,1027.580836,2.8736527333333317
STEEBot,13,134,76,10,66,1,CSW21,1440,CASUAL,828.1483519,10.197527468333334
cayden,11,219,122,6,116,0,CSW21,1800,RATED,556.072073,20.732132116666666
RobinPD,13,135,94,0,94,0,NWL20,1500,RATED,1014.465658,8.092239033333334
stevy,14,84,43,2,41,0,NWL20,1200,CASUAL,656.73333,9.054444499999999
BetterBot,13,157,60,5,55,1,CSW21,1200,CASUAL,404.0358829,13.266068618333334
STEEBot,13,133,58,0,58,1,NWL20,1200,CASUAL,421.29648210000005,12.978391964999998
bobcubed,14,104,44,12,32,1,NWL20,1200,RATED,1075.73061,2.071156499999999
pandorable,12,113,63,6,57,0,CSW21,300,RATED,79.49193692,3.675134384666667
BetterBot,12,82,78,8,70,0,NWL20,3600,RATED,641.4235659,49.309607235
hannahbanana,14,137,78,8,70,1,NWL20,720,RATED,258.6691761,7.688847065
BetterBot,15,57,79,2,77,1,CSW21,900,RATED,334.15563389999994,9.430739435000001
HastyBot,15,153,92,0,92,0,CSW21,1200,CASUAL,608.2573252000002,9.86237791333333
STEEBot,13,146,122,6,116,0,CSW21,1800,RATED,601.4177279,19.976371201666666
BetterBot,16,71,72,4,68,1,NWL20,1200,RATED,345.8001981,14.236663365
DavidG,15,123,101,0,101,1,CSW21,2400,RATED,881.2151610999998,25.313080648333333
STEEBot,15,99,46,7,39,1,CSW21,1200,RATED,466.9346499,12.217755834999998
Vixie13,12,236,86,0,86,0,CSW21,1200,RATED,422.3033092,12.961611513333333
STEEBot,13,188,72,0,72,0,CSW21,900,RATED,780.2437788999998,1.9959370183333363
BetterBot,14,165,72,10,62,0,NWL20,1200,RATED,294.967802,15.083869966666667
Banman1,12,114,80,0,80,0,NWL20,1200,RATED,328.3907421,14.526820965
HastyBot,14,114,77,5,72,0,NWL20,900,RATED,138.28890990000002,12.695184835
thraoph,11,137,131,6,125,1,CSW21,1200,RATED,193.786283,16.770228616666667
Soybadz01,16,56,92,2,90,1,CSW21,900,RATED,415.496484,8.0750586
NatthanonL,13,150,77,2,75,0,CSW21,1200,RATED,320.211772,14.663137133333333
ChrisOB,11,216,80,6,74,1,CSW21,1200,RATED,335.025486,14.4162419
STEEBot,13,198,72,12,60,1,NWL20,2400,RATED,654.6884372000002,29.088526046666665
BetterBot,15,71,68,4,64,0,NWL20,3600,RATED,1055.5919789999996,42.406800350000005
STEEBot,13,164,82,4,78,0,CSW21,1260,RATED,408.690789,14.18848685
huh,20,80,83,-83,166,0,CSW21,900,RATED,500.398833,6.660019449999999
STEEBot,12,218,86,18,68,0,CSW21,1500,CASUAL,356.6428599,19.055952334999997
HastyBot,12,151,78,14,64,1,CSW21,1200,RATED,576.7607081,10.387321531666666
HastyBot,13,133,95,0,95,0,ECWL,900,CASUAL,231.911202,11.1348133
Goldenlamb,13,102,85,10,75,1,CSW21,1200,RATED,277.3223569,15.377960718333334
UcheVictor,14,84,76,6,70,0,CSW21,1200,CASUAL,514.8576031,11.419039948333333
Rick,14,77,91,-91,182,0,CSW21,900,RATED,441.1776972,7.64703838
Devansh_Malpani,11,67,72,-10,82,0,CSW21,300,CASUAL,362.0769329,-1.0346155483333328
BetterBot,13,62,83,4,79,1,NWL20,1200,RATED,700.2133147999998,8.32977808666667
STEEBot,14,115,92,10,82,0,CSW21,2700,RATED,805.1205771000001,31.581323715
HastyBot,12,264,110,19,91,0,NWL20,1200,RATED,293.601346,15.106644233333334
STEEBot,16,81,50,0,50,0,NWL20,720,RATED,234.0345209,8.099424651666668
Muzh,14,50,38,-17,55,0,NWL20,1200,RATED,596.8306789,10.052822018333334
apintrix,14,134,82,5,77,1,NWL20,1200,RATED,304.0368721000001,14.932718798333331
ruby43,17,93,37,-18,55,0,NWL20,1200,CASUAL,436.1378131,12.731036448333333
STEEBot,14,97,74,10,64,0,CSW21,1440,CASUAL,757.5380269999998,11.374366216666669
Marlon,11,177,73,14,59,1,CSW21,1200,RATED,692.9167981,8.451386698333332
jocelot,14,44,78,2,76,1,NWL20,720,CASUAL,399.2819521,5.345300798333333
Kakapo,13,144,85,0,85,0,NWL20,1200,RATED,338.373101,14.360448316666666
Kakapo,14,145,74,0,74,0,NWL20,900,RATED,191.9223621,11.801293965000001
HastyBot,12,143,89,6,83,1,NWL20,840,RATED,463.67010210000007,6.272164964999999
STEEBot,11,188,66,25,41,1,NWL20,300,RATED,173.592618,2.1067897
HastyBot,13,160,82,8,74,0,ECWL,900,CASUAL,243.47727200000003,10.942045466666665
DonkeyYote,12,155,71,14,57,1,NWL20,1500,CASUAL,424.1434259,17.930942901666665
KhunBP,14,140,37,0,37,0,CSW21,1320,RATED,461.5532491,14.307445848333334
hannahbanana,15,95,80,10,70,1,NWL20,720,RATED,261.58272220000003,7.640287963333333
STEEBot,13,178,68,8,60,1,CSW21,1200,CASUAL,328.687505,14.521874916666667
HastyBot,15,140,78,2,76,0,NWL20,3600,RATED,242.2702992,55.96216168
pisces223,15,144,64,10,54,1,NWL20,1200,RATED,411.976367,13.133727216666667
BetterBot,15,71,68,3,65,0,CSW21,300,RATED,150.2445199,2.495924668333333
STEEBot,12,144,80,0,80,1,NWL20,1500,RATED,343.5192931,19.27467844833333
BetterBot,15,105,80,9,71,0,CSW21,720,RATED,459.6473289,4.339211185
mmmmice,16,66,42,2,40,0,NWL20,480,RATED,469.9650862,0.16724856333333377
BetterBot,18,94,81,4,77,0,CSW21,1200,RATED,327.554714,14.540754766666668
MasterYeri,21,38,89,-65,154,0,CSW21,900,RATED,883.521425,0.2746429166666663
BetterBot,16,90,81,0,81,0,CSW21,1200,CASUAL,306.91528989999995,14.884745168333334
BetterBot,14,62,68,4,64,1,CSW21,900,RATED,405.660007,8.238999883333333
iamcollinzo,12,16,72,-72,144,0,CSW21,600,RATED,906.3188379,-5.105313964999999
BetterBot,13,82,72,8,64,1,CSW21,1320,RATED,681.4063902,10.64322683
LIMEUJIE,17,88,41,-23,64,0,CSW21,960,RATED,196.859457,12.71900905
STEEBot,12,128,87,10,77,0,CSW21,60,RATED,120.4685311,-1.0078088516666668
STEEBot,17,83,64,2,62,0,NWL20,1200,CASUAL,239.5132201,16.008112998333335
Nishtar,13,165,70,0,70,1,CSW21,1200,RATED,739.8652699,7.668912168333333
STEEBot,12,126,80,14,66,1,NWL20,1200,RATED,419.3175111,13.011374815
hannahbanana,11,68,82,-10,92,0,NWL20,720,RATED,137.150753,9.714154116666666
BetterBot,17,88,64,0,64,0,NWL20,1200,CASUAL,1134.015058,1.0997490333333342
BetterBot,21,35,74,0,74,0,NWL20,1200,RATED,407.5969701,13.206717164999999
BetterBot,14,91,78,12,66,1,CSW21,1200,RATED,656.779341,9.05367765
BB-8,15,65,78,6,72,1,ECWL,900,CASUAL,216.213171,11.39644715
BB-8,14,100,52,10,42,1,ECWL,900,CASUAL,228.6290629,11.189515618333333
HastyBot,13,84,102,4,98,0,NWL20,1500,RATED,699.2628951,13.345618414999999
HastyBot,13,126,32,0,32,1,ECWL,900,CASUAL,163.132642,12.281122633333332
BetterBot,15,167,76,11,65,0,CSW21,780,CASUAL,147.5090392,10.541516013333334
kar2008,14,122,48,0,48,0,NWL20,1200,RATED,1118.3139199999996,1.3614346666666735
Laju,16,102,77,6,71,1,CSW21,1200,RATED,519.173259,11.34711235
STEEBot,13,120,70,6,64,0,CSW21,600,RATED,503.11911110000005,1.6146814816666657
BB-8,15,88,86,2,84,0,ECWL,900,CASUAL,170.6905611,12.155157315
STEEBot,13,163,90,6,84,0,CSW21,1200,RATED,462.4614329,12.292309451666666
HastyBot,11,142,74,15,59,1,NWL20,1200,RATED,481.1796319,11.980339468333334
Olympicnaija,14,117,82,4,78,1,CSW21,1200,RATED,435.401926,12.743301233333334
BetterBot,17,118,87,0,87,0,CSW21,1200,RATED,918.289257,4.695179049999999
BetterBot,13,116,74,8,66,0,CSW21,900,RATED,289.9095669,10.168173884999998
afeicher,16,76,34,0,34,0,NWL20,1200,CASUAL,371.931113,13.801148116666667
hannahbanana,12,174,78,13,65,0,NWL20,720,RATED,151.09286709999995,9.481785548333335
STEEBot,11,221,84,21,63,0,NWL20,720,RATED,173.33692,9.111051333333334
Anita,14,226,140,0,140,1,NWL20,1200,RATED,314.548059,14.75753235
BetterBot,15,67,64,3,61,1,CSW21,1200,CASUAL,325.17688389999995,14.580385268333336
STEEBot,13,111,77,12,65,0,NWL20,1200,RATED,377.144882,13.714251966666666
BetterBot,15,87,68,2,66,0,NWL20,300,CASUAL,360.8787961,-1.0146466016666664
Toronto2,16,90,72,2,70,0,NWL20,1200,RATED,384.8411882,13.585980196666666
thams,14,178,107,6,101,0,CSW21,1200,RATED,319.8622539,14.668962435
STEEBot,11,247,88,21,67,0,CSW21,60,RATED,120.665015,-1.0110835833333334
BB-8,15,88,79,0,79,0,ECWL,900,CASUAL,265.6371469,10.572714218333333
jodel,17,7,63,0,63,0,CSW21,1200,RATED,908.8375649,4.852707251666668
BetterBot,14,86,71,4,67,0,CSW21,300,RATED,146.3066709,2.561555485
HastyBot,13,148,95,18,77,0,NWL20,1200,CASUAL,614.3626971,9.760621715000001
HastyBot,14,79,74,12,62,0,NWL20,900,RATED,716.8175107999998,3.05304148666667
HastyBot,14,168,101,0,101,0,CSW21,1200,RATED,480.167053,11.997215783333333
MankDemes,14,132,80,0,80,1,CSW21,1200,CASUAL,564.9689268999998,10.583851218333336
strataji,14,81,107,6,101,0,ECWL,2400,RATED,172.5517628,37.124137286666674
katrushka,14,57,40,6,34,0,NWL20,1200,RATED,574.0391718999998,10.432680468333336
BetterBot,14,191,83,12,71,0,CSW21,300,RATED,107.7101932,3.2048301133333337
HastyBot,13,166,82,2,80,0,CSW21,1200,RATED,680.500613,8.658323116666667
LeChamp21,16,63,72,5,67,1,CSW21,840,RATED,573.8027408,4.436620986666666
HastyBot,13,202,86,6,80,0,NWL20,1380,RATED,1100.4503949999996,4.659160083333339
STEEBot,13,151,83,16,67,0,CSW21,900,RATED,413.9705958,8.10049007
STEEBot,12,137,89,16,73,1,CSW21,1200,RATED,458.25020599999993,12.362496566666668
plunder1,11,208,80,0,80,0,NWL20,300,RATED,240.5041499,0.9915975016666668
Vixie13,10,205,87,6,81,0,CSW21,1200,RATED,416.5062511,13.058229148333334
BetterBot,18,148,77,5,72,0,CSW21,1200,RATED,523.3132989,11.278111685
Kiyo,17,56,89,0,89,0,CSW21,1500,CASUAL,694.638556,13.422690733333333
kar2008,14,94,77,4,73,1,NWL20,1200,RATED,1105.253926,1.5791012333333319
MoonTheBeagle,12,220,98,0,98,1,NWL20,2400,RATED,599.8729122000002,30.002118129999996
runnerguy,13,100,68,0,68,0,NWL20,2100,CASUAL,811.1929741,21.480117098333334
Crookshanks,15,149,84,0,84,1,CSW21,1500,RATED,339.4503279,19.342494535
BetterBot,15,92,65,0,65,1,NWL20,1200,RATED,335.6310232,14.406149613333332
CobaltBlue,15,140,77,6,71,0,NWL20,1200,CASUAL,588.714694,10.188088433333332
mcqueen,15,63,27,6,21,0,NWL20,840,RATED,301.9537148,8.967438086666668
ArthurB,14,122,41,8,33,0,NWL20,1200,RATED,1110.8744,1.485426666666668
HastyBot,12,226,88,18,70,0,CSW21,1200,RATED,1198.06595,0.032234166666667834
BetterBot,12,172,89,0,89,1,NWL20,1200,RATED,973.3106029,3.7781566183333326
BB-8,14,92,100,2,98,1,ECWL,900,CASUAL,206.280138,11.561997700000001
BetterBot,14,105,101,11,90,0,CSW21,780,RATED,232.181659,9.130305683333335
HastyBot,12,138,80,0,80,1,ECWL,900,CASUAL,247.940927,10.867651216666667
hannahbanana,15,64,59,4,55,0,NWL20,720,RATED,126.3824,9.893626666666668
magic29,16,46,60,-10,70,0,CSW21,360,RATED,397.4337628,-0.6238960466666669
HastyBot,15,83,74,5,69,1,ECWL,900,CASUAL,236.03172400000003,11.066137933333332
BetterBot,16,53,74,5,69,0,CSW21,840,RATED,510.9902978,5.483495036666667
STEEBot,13,86,60,4,56,1,CSW21,1200,RATED,246.9752181,15.883746365
pisces223,13,87,61,8,53,0,NWL20,1200,RATED,420.0502679,12.999162201666667
MSHS-21KADMUSLEE,13,148,74,0,74,0,CSW21,960,RATED,442.58355,8.623607499999999
BetterBot,17,76,45,0,45,1,NWL20,1200,RATED,359.921721,14.001304650000002
STEEBot,13,163,82,6,76,1,CSW21,1200,RATED,380.321996,13.661300066666666
STEEBot,17,113,69,5,64,0,CSW21,1140,RATED,459.6590989,11.339015018333333
BetterBot,11,153,93,0,93,0,CSW21,1200,CASUAL,323.801717,14.603304716666665
STEEBot,14,116,80,2,78,0,CSW21,900,RATED,457.6977022,7.371704963333333
marvin,13,49,102,-10,112,1,CSW21,60,RATED,119.7008469,-0.995014115
HastyBot,13,175,88,6,82,0,CSW21,780,CASUAL,569.2377319,3.5127044683333337
HAYDEN,17,75,61,0,61,0,CSW21,3600,CASUAL,338.469697,54.358838383333335
BetterBot,13,127,77,4,73,0,CSW21,900,RATED,362.775871,8.953735483333332
STEEBot,12,177,83,4,79,0,NWL20,1200,RATED,981.597317,3.640044716666667
Kii,12,108,86,16,70,1,CSW21,900,RATED,663.7076721,3.9382054650000007
HastyBot,15,116,73,4,69,0,ECWL,900,CASUAL,233.5510671,11.107482215000001
shreyas3,13,136,66,3,63,0,CSW21,600,RATED,585.38322,0.24361299999999914
wanderer15,12,116,78,-10,88,1,CSW21,60,RATED,120.3731842,-1.0062197366666665
BB-8,16,95,70,4,66,0,ECWL,900,CASUAL,223.351207,11.277479883333335
kfraley,13,98,74,-10,84,0,NWL20,300,RATED,361.3317969,-1.0221966149999995
HastyBot,13,169,77,10,67,0,CSW21,3600,RATED,354.6844418,54.08859263666667
NatthanonL,12,93,73,11,62,0,CSW21,1200,RATED,391.4733322,13.475444463333334
BetterBot,10,204,75,15,60,0,CSW21,900,RATED,198.4863689,11.691893851666666
SporkJoy,18,56,81,0,81,0,NWL20,1500,RATED,965.0973802,8.915043663333334
STEEBot,13,160,86,11,75,1,CSW21,1200,RATED,509.1550739,11.514082101666668
ManaalAsher,13,63,83,2,81,0,CSW21,900,CASUAL,217.1117249,11.381471251666666
cccc,12,198,75,15,60,1,NWL20,1200,RATED,840.542552,5.990957466666667
blitztkr,11,119,64,11,53,0,CSW21,900,RATED,597.775768,5.037070533333334
blitztkr,13,134,42,0,42,0,CSW21,900,RATED,378.084193,8.698596783333333
STEEBot,13,134,83,12,71,0,CSW21,3600,CASUAL,243.9658611,55.933902315
STEEBot,16,121,74,10,64,0,NWL20,720,RATED,213.869616,8.4355064
